"","...1","index","id_ensaio","Local","cidade","estado","fungicida","irrigacao","genotipo","tipo_de_grao","repeticao","data_semeadura","data_colheita","safra","FO1","FO2","FO3","FO4","FO5","FO6","FO7","FO8","FO9","FS1","FS2","FS3","FS4","FS5","FS6","FS7","FS8","FS9","FS10","FS11","fo_grupo","fs_grupo"
"737",737,744,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Nhambu","p",1,2015-12-14,2016-03-13,"15/16",0.2,0.5,0.5,NA,NA,NA,NA,NA,NA,3,3.6,4.2,4.4,4.4,4.4,4.4,8.5,NA,NA,NA,3,2
"738",738,745,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",1,2015-12-14,2016-03-13,"15/16",0.2,1,1,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"739",739,746,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Awauna","p",1,2015-12-14,2016-03-13,"15/16",0.4,2,2,NA,NA,NA,NA,NA,NA,0.4,1,1.6,1.6,1.6,1.6,2.2,2.2,NA,NA,NA,1,4
"740",740,747,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Flor Diniz","chc",1,2015-12-14,2016-03-13,"15/16",0.5,1.8,2.2,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,0.4,0.4,1.4,NA,NA,NA,1,1
"741",741,748,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Uirapuru","p",2,2015-12-14,2016-03-13,"15/16",0.1,0.6,0.6,NA,NA,NA,NA,NA,NA,2,2.8,4.2,4.2,4.2,4.2,4.2,7.6,NA,NA,NA,3,3
"742",742,749,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",2,2015-12-14,2016-03-13,"15/16",0.6,1.5,2.1,NA,NA,NA,NA,NA,NA,0.6,1,1.4,1.4,1.4,1.4,3,3,NA,NA,NA,1,4
"743",743,750,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Gar<e7>a","b",2,2015-12-14,2016-03-13,"15/16",0.1,0.6,0.6,NA,NA,NA,NA,NA,NA,2,2,6.8,6.8,6.8,6.8,9,9.4,NA,NA,NA,3,2
"744",744,751,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",2,2015-12-14,2016-03-13,"15/16",0.6,0.6,0.6,NA,NA,NA,NA,NA,NA,0.4,0.6,1,1,1,1,1,5,NA,NA,NA,3,1
"745",745,752,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA LBA08","chc",2,2015-12-14,2016-03-13,"15/16",0.8,0.8,0.8,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,2,NA,NA,NA,NA,NA,3,1
"746",746,753,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFp 110","p",2,2015-12-14,2016-03-13,"15/16",0.8,1.6,2.2,NA,NA,NA,NA,NA,NA,4,4.4,6,6,6,6,7,7.6,NA,NA,NA,1,2
"747",747,754,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS <c1>rtico","b",2,2015-12-14,2016-03-13,"15/16",0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,3,4.4,7.2,7.2,7.2,7.2,9,9,NA,NA,NA,3,2
"748",748,755,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Sublime","chc",2,2015-12-14,2016-03-13,"15/16",0.6,1.8,2.6,NA,NA,NA,NA,NA,NA,0.2,0.2,0.8,0.8,0.8,0.8,0.8,2,NA,NA,NA,1,1
"749",749,756,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Realce","ra",2,2015-12-14,2016-03-13,"15/16",0.2,0.5,0.5,NA,NA,NA,NA,NA,NA,2.6,3.4,6,6,6,6,7,8.2,NA,NA,NA,3,2
"750",750,757,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Estilo","chc",2,2015-12-14,2016-03-13,"15/16",0.4,0.6,0.8,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,4.8,NA,NA,NA,NA,NA,3,1
"751",751,758,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Madrep<e9>rola","chc",2,2015-12-14,2016-03-13,"15/16",0.6,2.5,2.5,NA,NA,NA,NA,NA,NA,0.8,0.8,1,1,1,1,1,2.6,NA,NA,NA,1,1
"752",752,759,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Awauna","p",2,2015-12-14,2016-03-13,"15/16",0.8,2.6,2.6,NA,NA,NA,NA,NA,NA,0.4,0.4,0.8,0.8,0.8,0.8,0.8,2.8,NA,NA,NA,1,1
"753",753,760,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 9","chc",2,2015-12-14,2016-03-13,"15/16",0.8,1.4,1.4,NA,NA,NA,NA,NA,NA,0.4,0.4,0.6,0.6,0.6,0.6,2,4.8,NA,NA,NA,1,1
"754",754,761,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Flor Diniz","chc",2,2015-12-14,2016-03-13,"15/16",1,2.8,2.8,NA,NA,NA,NA,NA,NA,1.6,1.6,1.6,1.6,1.6,1.8,NA,NA,NA,NA,NA,1,4
"755",755,762,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","Imperador Vermelho","chc",2,2015-12-14,2016-03-13,"15/16",1,2.8,2.8,NA,NA,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"756",756,763,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FC 402","chc",3,2015-12-14,2016-03-13,"15/16",0.6,0.6,0.6,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"757",757,764,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","FAP-F3-2","chc",3,2015-12-14,2016-03-13,"15/16",0.4,1.4,1.6,NA,NA,NA,NA,NA,NA,2,2,2.4,2.4,2.4,2.4,2.4,4.5,NA,NA,NA,1,4
"758",758,765,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","Imperador Vermelho","chc",3,2015-12-14,2016-03-13,"15/16",1,2.5,2.5,NA,NA,NA,NA,NA,NA,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"759",759,766,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Sublime","chc",3,2015-12-14,2016-03-13,"15/16",1.5,2.8,2.8,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,2.6,NA,NA,NA,NA,NA,1,1
"760",760,767,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFp 110","p",3,2015-12-14,2016-03-13,"15/16",0.6,1.8,1.8,NA,NA,NA,NA,NA,NA,1.6,3.4,4.2,4.2,4.2,4.2,4.2,7.4,NA,NA,NA,1,3
"761",761,768,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Flor Diniz","chc",3,2015-12-14,2016-03-13,"15/16",0.5,1.6,1.8,NA,NA,NA,NA,NA,NA,0.4,0.4,0.8,0.8,0.8,0.8,0.8,2,NA,NA,NA,1,1
"762",762,769,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 9","chc",3,2015-12-14,2016-03-13,"15/16",0.6,1.8,2.4,NA,NA,NA,NA,NA,NA,1.4,1.6,1.8,1.8,1.8,1.8,1.8,3.8,NA,NA,NA,1,4
"763",763,770,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","45/57-7-3-1/4","chc",3,2015-12-14,2016-03-13,"15/16",0.8,2.2,2.2,NA,NA,NA,NA,NA,NA,0.2,0.8,1,1,1,1,1,1.8,NA,NA,NA,1,1
"764",764,771,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Madrep<e9>rola","chc",3,2015-12-14,2016-03-13,"15/16",2,5,5,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,0.4,0.4,1.2,NA,NA,NA,2,1
"765",765,772,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","49/61-1/2","chc",3,2015-12-14,2016-03-13,"15/16",0.4,1.2,1.2,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,0.4,0.4,2.4,NA,NA,NA,3,1
"766",766,773,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","45/57-7-3-1/4","chc",4,2015-12-14,2016-03-13,"15/16",0.2,1,1.2,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,NA,NA,NA,3,1
"767",767,774,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","Imperador Vermelho","chc",4,2015-12-14,2016-03-13,"15/16",0.8,2,2,NA,NA,NA,NA,NA,NA,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"768",768,775,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",4,2015-12-14,2016-03-13,"15/16",0.5,1.8,2.6,NA,NA,NA,NA,NA,NA,0.2,0.4,0.6,0.6,0.6,0.6,0.6,1.2,NA,NA,NA,1,1
"769",769,776,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA LBA08","chc",4,2015-12-14,2016-03-13,"15/16",0.2,0.8,0.8,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"770",770,777,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Madrep<e9>rola","chc",4,2015-12-14,2016-03-13,"15/16",1.5,3.8,3.8,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,0.2,2.4,NA,NA,NA,NA,2,1
"771",771,778,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Sublime","chc",4,2015-12-14,2016-03-13,"15/16",1,2.2,2.2,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,3,NA,NA,NA,NA,NA,1,1
"772",772,779,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 9","chc",4,2015-12-14,2016-03-13,"15/16",1.2,2.6,2.8,NA,NA,NA,NA,NA,NA,0.2,0.6,1,1,1,1,1,3.2,NA,NA,NA,1,1
"773",773,780,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFp 110","p",4,2015-12-14,2016-03-13,"15/16",0.2,1.8,1.8,NA,NA,NA,NA,NA,NA,1.6,2,3.4,3.4,3.4,3.4,3.4,6.4,NA,NA,NA,1,3
"774",774,781,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Flor Diniz","chc",4,2015-12-14,2016-03-13,"15/16",0.4,1.2,1.2,NA,NA,NA,NA,NA,NA,0.6,0.6,0.8,0.8,0.8,0.8,0.8,2.6,NA,NA,NA,3,1
"775",775,782,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",4,2015-12-14,2016-03-13,"15/16",0.8,1,1,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,2.6,NA,NA,NA,NA,NA,1,1
"776",776,783,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 9","chc",1,2013-12-16,2014-03-16,"13/14",0.2,NA,0.6,0.8,NA,NA,NA,NA,NA,0.2,NA,0.4,NA,0.4,NA,0.4,NA,NA,NA,NA,3,1
"777",777,784,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","Bola Cheia","chc",1,2013-12-16,2014-03-16,"13/14",0.6,NA,0.8,1,NA,NA,NA,NA,NA,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"778",778,785,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esteio","p",1,2013-12-16,2014-03-16,"13/14",0.8,NA,1.2,1.6,NA,NA,NA,NA,NA,0.2,NA,0.2,NA,0.4,NA,NA,NA,NA,NA,NA,1,1
"779",779,786,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Imperador","chc",1,2013-12-16,2014-03-16,"13/14",0.4,NA,0.8,1,NA,NA,NA,NA,NA,0.2,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"780",780,787,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tuiui<fa>","p",1,2013-12-16,2014-03-16,"13/14",0.4,NA,0.6,0.6,NA,NA,NA,NA,NA,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"781",781,788,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA LBA05","chc",1,2013-12-16,2014-03-16,"13/14",0.4,NA,0.6,0.8,NA,NA,NA,NA,NA,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"782",782,789,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 9","chc",2,2013-12-16,2014-03-16,"13/14",0.4,NA,0.8,0.8,NA,NA,NA,NA,NA,0.4,NA,0.8,NA,1.2,NA,1.4,NA,NA,NA,NA,3,1
"783",783,790,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Campeiro","p",2,2013-12-16,2014-03-16,"13/14",0.2,NA,0.4,0.4,NA,NA,NA,NA,NA,0.2,NA,0.4,NA,0.4,NA,NA,NA,NA,NA,NA,3,1
"784",784,791,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Quero-quero","chc",2,2013-12-16,2014-03-16,"13/14",0.2,NA,0.4,0.4,NA,NA,NA,NA,NA,0.2,NA,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,3,1
"785",785,792,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",2,2013-12-16,2014-03-16,"13/14",0.4,NA,0.8,0.8,NA,NA,NA,NA,NA,0.2,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"786",786,793,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Estilo","chc",3,2013-12-16,2014-03-16,"13/14",0.2,NA,0.6,0.6,NA,NA,NA,NA,NA,0.2,NA,0.2,NA,0.2,NA,0.2,NA,NA,NA,NA,3,1
"787",787,794,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Ametista","chc",3,2013-12-16,2014-03-16,"13/14",0.2,NA,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"788",788,795,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 5","chc",3,2013-12-16,2014-03-16,"13/14",0.6,NA,0.6,0.6,NA,NA,NA,NA,NA,0.2,NA,0.4,NA,0.6,NA,0.8,NA,NA,NA,NA,3,1
"789",789,796,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tangar<e1>","chc",3,2013-12-16,2014-03-16,"13/14",0.2,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"790",790,797,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Campeiro","p",3,2013-12-16,2014-03-16,"13/14",0.2,NA,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"791",791,798,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",3,2013-12-16,2014-03-16,"13/14",0.4,NA,0.6,0.6,NA,NA,NA,NA,NA,0.2,NA,0.2,NA,0.2,NA,0.2,NA,NA,NA,NA,3,1
"792",792,799,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Juriti","chc",3,2013-12-16,2014-03-16,"13/14",0.2,NA,0.4,0.4,NA,NA,NA,NA,NA,0.2,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"793",793,800,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Quero-quero","chc",3,2013-12-16,2014-03-16,"13/14",0.2,NA,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"794",794,801,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Gol","chc",4,2013-12-16,2014-03-16,"13/14",0.6,NA,1,1,NA,NA,NA,NA,NA,0.2,NA,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,3,1
"795",795,802,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 9","chc",4,2013-12-16,2014-03-16,"13/14",0.4,NA,0.8,0.8,NA,NA,NA,NA,NA,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"796",796,803,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Mil<ea>nio","chc",4,2013-12-16,2014-03-16,"13/14",0.8,NA,1,1,NA,NA,NA,NA,NA,0.4,NA,0.4,NA,0.6,NA,0.6,NA,NA,NA,NA,1,1
"797",797,804,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Uirapuru","p",4,2013-12-16,2014-03-16,"13/14",0.2,NA,0.4,0.4,NA,NA,NA,NA,NA,0.2,NA,0.4,NA,0.4,NA,0.4,NA,NA,NA,NA,3,1
"798",798,805,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Ametista","chc",4,2013-12-16,2014-03-16,"13/14",0.4,NA,0.4,0.4,NA,NA,NA,NA,NA,0.2,NA,0.2,NA,0.2,NA,0.2,NA,NA,NA,NA,3,1
"799",799,806,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Imperador","chc",4,2013-12-16,2014-03-16,"13/14",0.2,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2,NA,0.2,NA,0.2,NA,0.2,NA,NA,NA,NA,3,1
"800",800,807,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","Bola Cheia","chc",1,2014-12-15,2015-03-15,"14/15",0.2,NA,2.6,NA,NA,NA,NA,NA,NA,0.2,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,NA,1,1
"801",801,808,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Madrep<e9>rola","chc",1,2014-12-15,2015-03-15,"14/15",1,NA,8.4,NA,NA,NA,NA,NA,NA,0.2,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,NA,2,1
"802",802,809,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Majestoso","chc",1,2014-12-15,2015-03-15,"14/15",1.4,NA,4.8,NA,NA,NA,NA,NA,NA,0.8,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,2,1
"803",803,810,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","FAP F3RC2-2","chc",1,2014-12-15,2015-03-15,"14/15",0.2,NA,0.8,NA,NA,NA,NA,NA,NA,1.4,1.8,NA,2.8,2.8,2.8,NA,NA,NA,NA,NA,3,4
"804",804,811,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA LBA05","chc",1,2014-12-15,2015-03-15,"14/15",0.2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"805",805,812,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM  Awauna","p",2,2014-12-15,2015-03-15,"14/15",0.2,NA,5.8,NA,NA,NA,NA,NA,NA,0.4,0.4,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1
"806",806,813,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Realce","ra",2,2014-12-15,2015-03-15,"14/15",0.2,NA,6.8,NA,NA,NA,NA,NA,NA,0.6,0.6,NA,0.6,NA,NA,NA,NA,NA,NA,NA,2,1
"807",807,814,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","Sele<e7><e3>o IV","chc",2,2014-12-15,2015-03-15,"14/15",0.2,NA,7.8,NA,NA,NA,NA,NA,NA,0.2,0.2,NA,0.4,NA,NA,NA,NA,NA,NA,NA,2,1
"808",808,815,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Gol","chc",2,2014-12-15,2015-03-15,"14/15",0.6,NA,8.8,NA,NA,NA,NA,NA,NA,0.8,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,2,1
"809",809,816,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 9","chc",2,2014-12-15,2015-03-15,"14/15",0.2,NA,3.2,NA,NA,NA,NA,NA,NA,0.2,0.2,NA,2.2,NA,NA,NA,NA,NA,NA,NA,1,1
"810",810,817,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Estilo","chc",2,2014-12-15,2015-03-15,"14/15",0.2,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"811",811,818,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Majestoso","chc",2,2014-12-15,2015-03-15,"14/15",0.2,NA,7.2,NA,NA,NA,NA,NA,NA,0.8,0.8,NA,1.6,NA,NA,NA,NA,NA,NA,NA,2,4
"812",812,819,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","FAP F3RC2-2","chc",2,2014-12-15,2015-03-15,"14/15",0.2,NA,1.4,NA,NA,NA,NA,NA,NA,1.8,2.6,NA,3,3.2,NA,NA,NA,NA,NA,NA,3,4
"813",813,820,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",2,2014-12-15,2015-03-15,"14/15",0.4,NA,5.8,NA,NA,NA,NA,NA,NA,0.2,0.2,NA,0.8,NA,NA,NA,NA,NA,NA,NA,2,1
"814",814,821,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",3,2014-12-15,2015-03-15,"14/15",0.8,NA,5.2,NA,NA,NA,NA,NA,NA,0.4,0.4,NA,0.6,NA,NA,NA,NA,NA,NA,NA,2,1
"815",815,822,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","Bola Cheia","chc",3,2014-12-15,2015-03-15,"14/15",0.2,NA,1.6,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"816",816,823,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA LBA05","chc",3,2014-12-15,2015-03-15,"14/15",0.2,NA,1,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"817",817,824,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Realce","ra",3,2014-12-15,2015-03-15,"14/15",0.2,NA,2,NA,NA,NA,NA,NA,NA,1.2,1.2,NA,2.2,2.6,NA,NA,NA,NA,NA,NA,1,4
"818",818,825,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Juriti","chc",3,2014-12-15,2015-03-15,"14/15",0.2,NA,0.8,NA,NA,NA,NA,NA,NA,0.2,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"819",819,826,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Madrep<e9>rola","chc",3,2014-12-15,2015-03-15,"14/15",0.2,NA,7.2,NA,NA,NA,NA,NA,NA,0.2,0.2,NA,0.4,NA,NA,NA,NA,NA,NA,NA,2,1
"820",820,827,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Madrep<e9>rola","chc",4,2014-12-15,2015-03-15,"14/15",0.2,NA,7.4,NA,NA,NA,NA,NA,NA,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
"821",821,828,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","Bola Cheia","chc",4,2014-12-15,2015-03-15,"14/15",0.2,NA,1.8,NA,NA,NA,NA,NA,NA,0.2,NA,0.8,1,NA,NA,NA,NA,NA,NA,NA,1,1
"822",822,829,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Majestoso","chc",4,2014-12-15,2015-03-15,"14/15",0.2,NA,3.6,NA,NA,NA,NA,NA,NA,0.2,0.6,NA,0.4,NA,NA,NA,NA,NA,NA,NA,1,1
"823",823,830,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","C10-2-4/41","chc",4,2014-12-15,2015-03-15,"14/15",0.2,NA,4,NA,NA,NA,NA,NA,NA,0.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"824",824,831,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",4,2014-12-15,2015-03-15,"14/15",0.2,NA,1.8,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"825",825,832,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 9","chc",4,2014-12-15,2015-03-15,"14/15",0.8,NA,2.4,NA,NA,NA,NA,NA,NA,0.2,0.2,NA,0.8,NA,NA,NA,NA,NA,NA,NA,1,1
