"","...1.x","id_ensaio","Local","cidade","estado","fungicida","irrigacao","genotipo","tipo_de_grao","repeticao","data_semeadura","safra","FO1","FO2","FO3","FO4","FO5","FO6","FO7","FO8","FO9","Media_Fo","Mediana_FO","Desvio_FO","Cv_FO","...1.y","FS1","FS2","FS3","FS4","FS5","FS6","FS7","FS8","FS9","FS10","FS11","Media_Fs","Mediana_FS","Desvio_FS","Cv_FS"
"316",849,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","Bola Cheia","chc",2,2015-12-14,"15/16","0.4","0.4",NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0,0,849,"0.2","0.2","0.2","0.2","0.2","0.2","0.2","2.8",NA,NA,NA,0.525,0.2,0.919238815542512,175.093107722383
"317",850,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","45/57-7-3-1/4","chc",2,2015-12-14,"15/16","0.6","0.6",NA,NA,NA,NA,NA,NA,NA,0.6,0.6,0,0,850,"3.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,3.2,NA,NA
"318",851,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",3,2015-12-14,"15/16","0.6","1.2",NA,NA,NA,NA,NA,NA,NA,0.9,0.9,0.424264068711929,47.1404520791032,851,"0.2","0.2","0.2","0.2","2.8",NA,NA,NA,NA,NA,NA,0.72,0.2,1.16275534829989,161.493798374985
"319",852,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esteio","p",3,2015-12-14,"15/16","0.6","0.6",NA,NA,NA,NA,NA,NA,NA,0.6,0.6,0,0,852,"0.2","0.2","0.2","0.2","0.2","0.2","0.2","4.2",NA,NA,NA,0.7,0.2,1.4142135623731,202.030508910442
"320",853,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esplendor","p",3,2015-12-14,"15/16","0.2","0.2",NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,853,"5.2","5.6","5.6","5.6","5.6","5.6","5.6","9.2",NA,NA,NA,6,5.6,1.30054933448469,21.6758222414115
"321",854,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA LBA09","chc",3,2015-12-14,"15/16","0.6","0.6",NA,NA,NA,NA,NA,NA,NA,0.6,0.6,0,0,854,"3.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,3.4,NA,NA
"322",855,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA LBA08","chc",3,2015-12-14,"15/16","0.4","0.4",NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0,0,855,"1.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1.6,NA,NA
"323",856,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",3,2015-12-14,"15/16","1","1.6",NA,NA,NA,NA,NA,NA,NA,1.3,1.3,0.424264068711929,32.6356975932253,856,"0.8","1","1","1","1","1","1","2.8",NA,NA,NA,1.2,1,0.650274667242345,54.1895556035288
"324",857,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Quero-quero","chc",3,2015-12-14,"15/16","0.2","0.4",NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0.14142135623731,47.1404520791032,857,"1.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1.2,NA,NA
"325",858,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Estilo","chc",3,2015-12-14,"15/16","0.8","0.8",NA,NA,NA,NA,NA,NA,NA,0.8,0.8,0,0,858,"0.4","0.4","0.4","0.4","0.4","0.4","0.4","5",NA,NA,NA,0.975,0.4,1.62634559672906,166.804676587596
"326",859,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tuiui<fa>","p",3,2015-12-14,"15/16","0.4","0.4",NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0,0,859,"0.4","0.4","0.6","0.6","0.6","0.6","0.6","5.2",NA,NA,NA,1.125,0.6,1.64902568636323,146.580061010065
"327",860,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Realce","ra",3,2015-12-14,"15/16","0.6","0.6",NA,NA,NA,NA,NA,NA,NA,0.6,0.6,0,0,860,"1","1.6","4.6","4.6","4.6","4.6","4.6","7.4",NA,NA,NA,4.125,4.6,1.99982142059878,48.4805192872431
"328",861,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FC 402","chc",4,2015-12-14,"15/16","0.4","0.4",NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0,0,861,"0.2","0.2","2.4",NA,NA,NA,NA,NA,NA,NA,NA,0.933333333333333,0.2,1.27017059221718,136.089706308983
"329",862,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Realce","ra",4,2015-12-14,"15/16","0.2","0.2",NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,862,"0.4","0.6","1.6","1.6","1.6","1.6","2.8","7",NA,NA,NA,2.15,1.6,2.09147931242117,97.2781075544729
"330",863,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esteio","p",4,2015-12-14,"15/16","0.6","0.6",NA,NA,NA,NA,NA,NA,NA,0.6,0.6,0,0,863,"0.2","0.2","0.2","0.2","0.2","0.2","0.2","1.8",NA,NA,NA,0.4,0.2,0.565685424949238,141.421356237309
"331",864,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA LBA09","chc",4,2015-12-14,"15/16","0.2","0.4",NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0.14142135623731,47.1404520791032,864,"2.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.6,NA,NA
"332",865,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Awauna","p",4,2015-12-14,"15/16","0.8","1.8",NA,NA,NA,NA,NA,NA,NA,1.3,1.3,0.707106781186548,54.3928293220421,865,"0.8","0.8","0.8","0.8","0.8","2.8",NA,NA,NA,NA,NA,1.13333333333333,0.8,0.816496580927726,72.0438159642111
"333",866,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Quero-quero","chc",4,2015-12-14,"15/16","0.2","0.2",NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,866,"2.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,2.8,NA,NA
"334",867,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Nhambu","p",4,2015-12-14,"15/16","0.4","0.4",NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0,0,867,"5.4","5.8","6.4","6.4","6.4","6.4","6.4","7.6",NA,NA,NA,6.35,6.4,0.630192714288936,9.92429471321159
"335",868,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Mil<ea>nio","chc",4,2015-12-14,"15/16","0.2","0.2",NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,868,"0.2","0.6","0.6","0.8","1","2.6",NA,NA,NA,NA,NA,0.966666666666667,0.7,0.843010478384858,87.2079805225715
"336",869,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","49/61-1/2","chc",4,2015-12-14,"15/16","0.2","0.6",NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0.282842712474619,70.7106781186547,869,"0.8","0.8","0.8","0.8","0.8","2.4",NA,NA,NA,NA,NA,1.06666666666667,0.8,0.653197264742181,61.2372435695794
"337",870,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Estilo","chc",4,2015-12-14,"15/16","0.4","1",NA,NA,NA,NA,NA,NA,NA,0.7,0.7,0.424264068711929,60.6091526731326,870,"0.6","0.6","0.6","0.8","3.2",NA,NA,NA,NA,NA,NA,1.16,0.6,1.14367827643966,98.5929548654883
"338",871,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",4,2015-12-14,"15/16","0.4","0.4",NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0,0,871,"5.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,5.6,NA,NA
"339",937,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Juriti","chc",2,2013-12-16,"13/14","0.4","0.4",NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0,0,937,"0.2","0.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0.14142135623731,47.1404520791032
"340",938,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tuiui<fa>","p",2,2013-12-16,"13/14","0.4","0.4",NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0,0,938,"0.2","0.2","0.2","0.2",NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0
"341",939,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Not<e1>vel","chc",2,2013-12-16,"13/14","0.4","0.4",NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0,0,939,"0.2","0.2","0.4",NA,NA,NA,NA,NA,NA,NA,NA,0.266666666666667,0.2,0.115470053837925,43.3012701892219
"342",940,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 11","chc",3,2013-12-16,"13/14","0.2","0.4",NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0.14142135623731,47.1404520791032,940,"0.2","0.2","0.2",NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0
"343",941,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Quero-quero","chc",4,2013-12-16,"13/14","0.2","0.4",NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0.14142135623731,47.1404520791032,941,"0.2","0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0
"344",942,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","IPR Andorinha","chc",1,2013-12-18,"13/14","0.1","0.4",NA,NA,NA,NA,NA,NA,NA,0.25,0.25,0.212132034355964,84.8528137423857,942,"0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,NA,NA
"345",943,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","TAA Gol","chc",1,2013-12-18,"13/14","0.1","0.1",NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0,943,"0.3","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0,0
"346",944,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","TAA LBA05","chc",2,2013-12-18,"13/14","0.2","0.5",NA,NA,NA,NA,NA,NA,NA,0.35,0.35,0.212132034355964,60.6091526731326,944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347",945,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","ANFc 11","chc",2,2013-12-18,"13/14","0.1","0.2",NA,NA,NA,NA,NA,NA,NA,0.15,0.15,0.0707106781186548,47.1404520791032,945,"0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,NA,NA
"348",946,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","TAA Dama","chc",2,2013-12-18,"13/14","0.2","0.5",NA,NA,NA,NA,NA,NA,NA,0.35,0.35,0.212132034355964,60.6091526731326,946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349",947,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","IPR Bem-te-vi","chc",2,2013-12-18,"13/14","0.1","0.1",NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0,947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",948,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","IPR 139","chc",2,2013-12-18,"13/14","0.2","0.5",NA,NA,NA,NA,NA,NA,NA,0.35,0.35,0.212132034355964,60.6091526731326,948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351",949,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","TAA LBA05","chc",3,2013-12-18,"13/14","0.1","0.3",NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.14142135623731,70.7106781186547,949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352",950,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","IPR Bem-te-vi","chc",3,2013-12-18,"13/14","0.2","0.5",NA,NA,NA,NA,NA,NA,NA,0.35,0.35,0.212132034355964,60.6091526731326,950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",951,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","TAA Dama","chc",3,2013-12-18,"13/14","0.2","0.2",NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354",952,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","IAC Mil<ea>nio","chc",3,2013-12-18,"13/14","0.2","0.3",NA,NA,NA,NA,NA,NA,NA,0.25,0.25,0.0707106781186547,28.2842712474619,952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355",953,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","IPR 139","chc",3,2013-12-18,"13/14","0.1","0.6",NA,NA,NA,NA,NA,NA,NA,0.35,0.35,0.353553390593274,101.015254455221,953,"0.1","0.1","0.1","0.1","0.1",NA,NA,NA,NA,NA,NA,0.1,0.1,0,0
"356",954,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","Bola Cheia","chc",3,2013-12-18,"13/14","0.2","0.5",NA,NA,NA,NA,NA,NA,NA,0.35,0.35,0.212132034355964,60.6091526731326,954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",955,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","BRSMG Realce","ra",3,2013-12-18,"13/14","0.1","0.2",NA,NA,NA,NA,NA,NA,NA,0.15,0.15,0.0707106781186548,47.1404520791032,955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",956,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","IPR Campos Gerais","chc",3,2013-12-18,"13/14","0.1","0.6",NA,NA,NA,NA,NA,NA,NA,0.35,0.35,0.353553390593274,101.015254455221,956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",957,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","IPR Bem-te-vi","chc",4,2013-12-18,"13/14","0.1","0.5",NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0.282842712474619,94.2809041582063,957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360",958,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","IPR 139","chc",4,2013-12-18,"13/14","0.1","1",NA,NA,NA,NA,NA,NA,NA,0.55,0.55,0.636396103067893,115.70838237598,958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",959,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","BRS Not<e1>vel","chc",4,2013-12-18,"13/14","0.1","0.2",NA,NA,NA,NA,NA,NA,NA,0.15,0.15,0.0707106781186548,47.1404520791032,959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",960,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","IPR Quero-quero","chc",4,2013-12-18,"13/14","0.1","0.2",NA,NA,NA,NA,NA,NA,NA,0.15,0.15,0.0707106781186548,47.1404520791032,960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",961,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","ANFc 9","chc",4,2013-12-18,"13/14","0.2","0.2",NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",962,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","IPR Juriti","chc",4,2013-12-18,"13/14","0.1","0.2",NA,NA,NA,NA,NA,NA,NA,0.15,0.15,0.0707106781186548,47.1404520791032,962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365",963,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","IPR Campos Gerais","chc",4,2013-12-18,"13/14","0.3","0.6",NA,NA,NA,NA,NA,NA,NA,0.45,0.45,0.212132034355964,47.1404520791032,963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366",964,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","ANFc 5","chc",4,2013-12-18,"13/14","0.1","0.1",NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0,964,"0.1","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0
"367",965,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","Bola Cheia","chc",4,2013-12-18,"13/14","0.2","0.3",NA,NA,NA,NA,NA,NA,NA,0.25,0.25,0.0707106781186547,28.2842712474619,965,"0.1","0.1","0.1",NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0
"368",966,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","TAA LBA05","chc",4,2013-12-18,"13/14","0.1","0.2",NA,NA,NA,NA,NA,NA,NA,0.15,0.15,0.0707106781186548,47.1404520791032,966,"0.1","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0
"369",967,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","TAA Dama","chc",4,2013-12-18,"13/14","0.3","0.6",NA,NA,NA,NA,NA,NA,NA,0.45,0.45,0.212132034355964,47.1404520791032,967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",1191,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","49/61-1/2","chc",1,2014-12-16,"14/15","0.1","0.2",NA,NA,NA,NA,NA,NA,NA,0.15,0.15,0.0707106781186548,47.1404520791032,1191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371",1192,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","ANFc 9","chc",1,2014-12-16,"14/15","0.1","0.1",NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0,1192,"0.3","0.3","0.3","0.3",NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0,0
"372",1193,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","Bola Cheia","chc",1,2014-12-16,"14/15","0.1","0.1",NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0,1193,"0.1","0.1","0.1","0.1",NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0
"373",1194,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","BRS Esteio","p",1,2014-12-16,"14/15","0.2","0.6",NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0.282842712474619,70.7106781186547,1194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",1195,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","BRS Estilo","chc",1,2014-12-16,"14/15","0.1","0.1",NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0,1195,"0.3","0.3","0.3","0.3",NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0,0
"375",1196,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","BRS Madrep<e9>rola","chc",1,2014-12-16,"14/15","0.2","0.2",NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,1196,"0.2","0.2","0.2","0.2",NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0
"376",1197,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","BRSMG Majestoso","chc",1,2014-12-16,"14/15","0.2","0.6",NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0.282842712474619,70.7106781186547,1197,"0.1","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0
"377",1198,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","C10-2-4/41","chc",1,2014-12-16,"14/15","0.2","0.3",NA,NA,NA,NA,NA,NA,NA,0.25,0.25,0.0707106781186547,28.2842712474619,1198,"0.1","0.1","0.1","0.1",NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0
"378",1199,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","FAP F3RC2-2","chc",1,2014-12-16,"14/15","0.1","0.1",NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0,1199,"0.1","0.1","0.1","0.1",NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0
"379",1200,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","IAC Mil<ea>nio","ch",1,2014-12-16,"14/15","0.1","0.1",NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0,1200,"0.5","0.5","0.5","0.5",NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0,0
"380",1201,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","IPR Bem-te-vi","chc",1,2014-12-16,"14/15","0.2","0.2",NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,1201,"0.1","0.1","0.1","0.3",NA,NA,NA,NA,NA,NA,NA,0.15,0.1,0.1,66.6666666666667
"381",1202,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","IPR Quero-quero","chc",1,2014-12-16,"14/15","0.2","0.2",NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,1202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",1203,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","IPR Tuiui<fa>","p",1,2014-12-16,"14/15","0.1","0.1",NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0,1203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",1204,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","TAA Dama","chc",1,2014-12-16,"14/15","0.2","0.2",NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,1204,"0.2","0.2","0.2","0.2",NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0
"384",1205,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","TAA LBA05","chc",1,2014-12-16,"14/15","0.5","0.5",NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0,0,1205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385",1206,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","UEM Flor Diniz","chc",1,2014-12-16,"14/15","0.2","0.2",NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,1206,"0.1","0.1","0.1","0.1",NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0
"386",1207,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","C10-2-16/8","chc",2,2014-12-16,"14/15","0.3","0.3",NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0,0,1207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",1208,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","Sele<e7><e3>o IV","chc",2,2014-12-16,"14/15","0.2","0.2",NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,1208,"0.5","0.5","0.5",NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0,0
"388",1209,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","FAP-F3-2","chc",2,2014-12-16,"14/15","0.1","0.1",NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0,1209,"4","5","5","5",NA,NA,NA,NA,NA,NA,NA,4.75,5,0.5,10.5263157894737
"389",1210,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","45/57-7-3-1/4","chc",2,2014-12-16,"14/15","0.2","0.2",NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,1210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390",1211,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","BRS Ametista","chc",2,2014-12-16,"14/15","0.2","0.2",NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,1211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391",1212,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","IPR Tuiui<fa>","p",2,2014-12-16,"14/15","0.2","0.2",NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,1212,"0.5","0.5","0.5","0.5",NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0,0
"392",1213,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","BRS Madrep<e9>rola","chc",2,2014-12-16,"14/15","0.2","0.2",NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,1213,"0.2","0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0
"393",1214,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","IPR Quero-quero","chc",2,2014-12-16,"14/15","0.1","0.1",NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0,1214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",1215,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","BRS Estilo","chc",2,2014-12-16,"14/15","0.1","0.1",NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0,1215,"0.5","0.8","0.8","0.8",NA,NA,NA,NA,NA,NA,NA,0.725,0.8,0.15,20.6896551724138
