"","...1","id_ensaio","Local","cidade","estado","fungicida","irrigacao","genotipo","tipo_de_grao","repeticao","data_semeadura","safra","FO1","FO2","FO3","FO4","FO5","FO6","FO7","FO8","FO9","Media_FO","Mediana_FO","Desvio_FO","Cv_FO","Nao_Nulos_Fo","FS1","FS2","FS3","FS4","FS5","FS6","FS7","FS8","FS9","FS10","FS11","Media_FS","Mediana_FS","Desvio_FS","Cv_FS","Nao_Nulos_Fs"
"295",494,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",2,2017-12-15,"17/18",0.8,2,NA,NA,NA,NA,NA,NA,NA,1.4,1.4,0.848528137423857,60.6091526731326,2,0.1,0.5,1,1,1,NA,NA,NA,NA,NA,NA,0.72,1,0.408656334834051,56.7578242825071,5
"296",495,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Uirapuru","p",2,2017-12-15,"17/18",0.5,0.5,0.8,NA,NA,NA,NA,NA,NA,0.6,0.5,0.173205080756888,28.8675134594813,3,0.2,1,2.5,3,3,3,NA,NA,NA,NA,NA,2.11666666666667,2.75,1.21723730910068,57.5072744457015,6
"297",496,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Mil<ea>nio","chc",2,2017-12-15,"17/18",0.5,0.8,0.8,NA,NA,NA,NA,NA,NA,0.7,0.8,0.173205080756888,24.7435829652697,3,0.2,0.5,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,0.575,0.65,0.287228132326901,49.9527186655481,4
"298",497,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tuiui<fa>","p",3,2017-12-15,"17/18",0.2,1,1.5,NA,NA,NA,NA,NA,NA,0.9,1,0.6557438524302,72.8604280478,3,0.1,0.1,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,0.34,0.5,0.219089023002066,64.4379479417842,5
"299",498,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","GEN 107-14A-336","chc",3,2017-12-15,"17/18",0.5,1,NA,NA,NA,NA,NA,NA,NA,0.75,0.75,0.353553390593274,47.1404520791032,2,0.2,4.5,4.5,4.5,NA,NA,NA,NA,NA,NA,NA,3.425,4.5,2.15,62.7737226277372,4
"300",499,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Mil<ea>nio","chc",3,2017-12-15,"17/18",0.5,0.8,0.8,NA,NA,NA,NA,NA,NA,0.7,0.8,0.173205080756888,24.7435829652697,3,0.1,0.1,0.1,0.2,0.2,0.5,0.5,0.5,NA,NA,NA,0.275,0.2,0.190862703084106,69.4046193033111,8
"301",500,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Campeiro","p",3,2017-12-15,"17/18",0.2,0.2,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,2,0.2,0.2,0.2,0.2,0.2,1.5,1.5,1.5,NA,NA,NA,0.6875,0.2,0.672813920358795,97.8638429612793,8
"302",501,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA 01","p",3,2017-12-15,"17/18",0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,3,0.1,0.1,0.1,0.1,0.1,1,1,1,NA,NA,NA,0.4375,0.1,0.465794252556089,106.467257727106,8
"303",502,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Uirapuru","p",3,2017-12-15,"17/18",0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0,3,0.2,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,0.425,0.5,0.15,35.2941176470588,4
"304",503,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esplendor","p",3,2017-12-15,"17/18",0.1,0.8,NA,NA,NA,NA,NA,NA,NA,0.45,0.45,0.494974746830583,109.994388184574,2,0.1,0.8,2,2,2,NA,NA,NA,NA,NA,NA,1.38,2,0.884307638777366,64.0802636795193,5
"305",504,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA 02","p",3,2017-12-15,"17/18",0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,3,0.1,0.1,0.1,0.1,0.1,2.5,2.5,2.5,NA,NA,NA,1,0.1,1.24211800681624,124.211800681624,8
"306",505,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FS 305","calima",3,2017-12-15,"17/18",0.5,2,NA,NA,NA,NA,NA,NA,NA,1.25,1.25,1.06066017177982,84.8528137423857,2,0.8,1.5,1.5,1.5,1.5,6,6,6,NA,NA,NA,3.1,1.5,2.41305970561384,77.8406356649625,8
"307",506,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",3,2017-12-15,"17/18",0.8,2,NA,NA,NA,NA,NA,NA,NA,1.4,1.4,0.848528137423857,60.6091526731326,2,0.2,0.2,0.2,0.2,1,1,1,NA,NA,NA,NA,0.542857142857143,0.2,0.427617987059879,78.7717344583988,7
"308",507,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA 03","chc",3,2017-12-15,"17/18",0.2,0.8,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.424264068711929,84.8528137423857,2,0.1,0.1,0.1,0.1,0.1,4.5,4.5,4.5,NA,NA,NA,1.75,0.1,2.27721634582977,130.12664833313,8
"309",508,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Netuno","p",3,2017-12-15,"17/18",0.2,1.5,NA,NA,NA,NA,NA,NA,NA,0.85,0.85,0.919238815542512,108.145743005001,2,0.2,0.8,2,2,2,NA,NA,NA,NA,NA,NA,1.4,2,0.848528137423857,60.6091526731326,5
"310",509,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","Bola Cheia","chc",3,2017-12-15,"17/18",0.5,2,NA,NA,NA,NA,NA,NA,NA,1.25,1.25,1.06066017177982,84.8528137423857,2,0.1,0.1,0.1,0.1,0.1,4,4,4,NA,NA,NA,1.5625,0.1,2.01844176107639,129.180272708889,8
"311",510,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tangar<e1>","chc",3,2017-12-15,"17/18",0.3,0.3,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0,0,2,0.2,0.8,0.8,0.8,1,5,5,5,NA,NA,NA,2.325,0.9,2.22694537748139,95.7825968809198,8
"312",511,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Quero-quero","chc",3,2017-12-15,"17/18",0.1,0.2,0.2,NA,NA,NA,NA,NA,NA,0.166666666666667,0.2,0.0577350269189626,34.6410161513775,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"313",512,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","GEN 107-14A-336","chc",4,2017-12-15,"17/18",0.2,0.8,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.424264068711929,84.8528137423857,2,1.5,3,4.5,4.5,4.5,NA,NA,NA,NA,NA,NA,3.6,4.5,1.34164078649987,37.2677996249965,5
"314",513,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","Bola Cheia","chc",4,2017-12-15,"17/18",0.2,1.5,NA,NA,NA,NA,NA,NA,NA,0.85,0.85,0.919238815542512,108.145743005001,2,0.3,1,1,3,5.5,5.5,5.5,NA,NA,NA,NA,3.11428571428571,3,2.37867510141575,76.3794757335333,7
"315",514,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Netuno","p",4,2017-12-15,"17/18",0.1,0.1,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0,2,0.1,0.1,0.5,1.5,2,4.5,4.5,4.5,NA,NA,NA,2.2125,1.75,2.003880164652,90.5708548995253,8
"316",515,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Uirapuru","p",4,2017-12-15,"17/18",0.5,0.8,0.5,NA,NA,NA,NA,NA,NA,0.6,0.5,0.173205080756888,28.8675134594813,3,0.1,0.5,1.5,2,3,3,3,NA,NA,NA,NA,1.87142857142857,2,1.22435600176077,65.4236031475221,7
"317",516,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esplendor","p",4,2017-12-15,"17/18",0.1,1,1,NA,NA,NA,NA,NA,NA,0.7,1,0.519615242270663,74.230748895809,3,0.1,0.1,0.1,0.1,0.1,1.5,1.5,1.5,NA,NA,NA,0.625,0.1,0.724568837309472,115.931013969516,8
"318",517,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Sabi<e1>","chc",4,2017-12-15,"17/18",0.5,0.8,NA,NA,NA,NA,NA,NA,NA,0.65,0.65,0.212132034355964,32.6356975932253,2,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,3
"319",518,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","SCS 204 Predileto","p",4,2017-12-15,"17/18",1,2,NA,NA,NA,NA,NA,NA,NA,1.5,1.5,0.707106781186548,47.1404520791032,2,0.1,0.1,0.1,0.8,0.8,0.8,NA,NA,NA,NA,NA,0.45,0.45,0.383405790253616,85.2012867230258,6
"320",519,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tuiui<fa>","p",4,2017-12-15,"17/18",0.1,0.5,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0.282842712474619,94.2809041582063,2,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.3,NA,NA,NA,0.175,0.1,0.103509833901353,59.1484765150589,8
"321",520,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Estilo","chc",4,2017-12-15,"17/18",0.2,0.8,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.424264068711929,84.8528137423857,2,0.2,0.2,0.2,0.8,3.5,6,6,6,NA,NA,NA,2.8625,2.15,2.81472531011972,98.331015200689,8
"322",521,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA 02","p",4,2017-12-15,"17/18",0.5,1.5,NA,NA,NA,NA,NA,NA,NA,1,1,0.707106781186548,70.7106781186548,2,0.1,0.1,0.8,2,3.5,3.5,3.5,NA,NA,NA,NA,1.92857142857143,2,1.60074387469731,83.0015342435641,7
"323",522,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Quero-quero","chc",4,2017-12-15,"17/18",0.1,0.8,NA,NA,NA,NA,NA,NA,NA,0.45,0.45,0.494974746830583,109.994388184574,2,0.2,0.2,0.2,0.2,0.5,1,1,1,NA,NA,NA,0.5375,0.35,0.396187185196954,73.7092437575729,8
"324",523,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tangar<e1>","chc",4,2017-12-15,"17/18",0.1,0.5,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0.282842712474619,94.2809041582063,2,0.2,0.2,0.8,2,3,3,3,NA,NA,NA,NA,1.74285714285714,2,1.32017314881691,75.7476396862159,7
"325",524,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","C 10-6-91","chc",4,2017-12-15,"17/18",0.8,2,NA,NA,NA,NA,NA,NA,NA,1.4,1.4,0.848528137423857,60.6091526731326,2,0.8,1,2.5,4,5.5,5.5,5.5,NA,NA,NA,NA,3.54285714285714,4,2.11254754807014,59.6283582116571,7
"326",525,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA 01","p",4,2017-12-15,"17/18",0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,3,0.1,0.2,0.2,0.2,0.2,3.5,3.5,3.5,NA,NA,NA,1.425,0.2,1.71859577230116,120.60321209131,8
"327",526,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Urutau","p",4,2017-12-15,"17/18",0.5,1.5,NA,NA,NA,NA,NA,NA,NA,1,1,0.707106781186548,70.7106781186548,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"328",527,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA 03","chc",4,2017-12-15,"17/18",0.5,0.5,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0,0,2,0.8,2,2,3.5,5,5,5,NA,NA,NA,NA,3.32857142857143,3.5,1.74806014934106,52.516828520976,7
"329",528,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 5","chc",1,2013-12-16,"13/14",0.6,NA,1.2,NA,1.4,1.6,NA,NA,NA,1.2,1.3,0.432049379893857,36.0041149911548,4,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,2
"330",529,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Ametista","chc",1,2013-12-16,"13/14",0.2,NA,0.4,NA,0.4,0.4,NA,NA,NA,0.35,0.4,0.1,28.5714285714286,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"331",530,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Estilo","chc",1,2013-12-16,"13/14",0.4,NA,0.6,NA,0.6,0.8,NA,NA,NA,0.6,0.6,0.163299316185545,27.2165526975909,4,0.2,NA,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,3
"332",531,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Not<e1>vel","chc",1,2013-12-16,"13/14",0.4,NA,0.4,NA,0.8,0.8,NA,NA,NA,0.6,0.6,0.23094010767585,38.490017945975,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"333",532,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Majestoso","chc",1,2013-12-16,"13/14",1,NA,1.6,NA,2,2.6,NA,NA,NA,1.8,1.8,0.673300329224139,37.4055738457855,4,0.2,NA,0.2,NA,0.6,NA,1,NA,NA,NA,NA,0.5,0.4,0.382970843102535,76.594168620507,4
"334",533,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Realce","ra",1,2013-12-16,"13/14",0.6,NA,2,NA,2,2,NA,NA,NA,1.65,2,0.7,42.4242424242424,4,0.2,NA,1.4,NA,1.8,NA,2.2,NA,NA,NA,NA,1.4,1.6,0.864098759787715,61.7213399848368,4
"335",534,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Mil<ea>nio","chc",1,2013-12-16,"13/14",0.2,NA,1.2,NA,1.2,1.4,NA,NA,NA,1,1.2,0.541602560309064,54.1602560309064,4,0.2,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0.14142135623731,47.1404520791032,2
"336",535,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR 139","chc",1,2013-12-16,"13/14",0.4,NA,0.8,NA,1.4,1.8,NA,NA,NA,1.1,1.1,0.621825270205921,56.5295700187201,4,0.2,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0.14142135623731,47.1404520791032,2
"337",536,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Andorinha","chc",1,2013-12-16,"13/14",0.4,NA,1,NA,1,1,NA,NA,NA,0.85,1,0.3,35.2941176470588,4,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,2
"338",537,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",1,2013-12-16,"13/14",0.4,NA,0.6,NA,0.8,1,NA,NA,NA,0.7,0.7,0.258198889747161,36.8855556781659,4,0.2,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0.14142135623731,47.1404520791032,2
"339",538,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",1,2013-12-16,"13/14",0.4,NA,0.6,NA,1,1,NA,NA,NA,0.75,0.8,0.3,40,4,0.2,NA,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,3
"340",539,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Juriti","chc",1,2013-12-16,"13/14",0.2,NA,0.4,NA,0.4,0.4,NA,NA,NA,0.35,0.4,0.1,28.5714285714286,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"341",540,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Uirapuru","p",1,2013-12-16,"13/14",0.6,NA,1,NA,1,1,NA,NA,NA,0.9,1,0.2,22.2222222222222,4,0.4,NA,0.6,NA,0.6,NA,0.6,NA,NA,NA,NA,0.55,0.6,0.1,18.1818181818182,4
"342",541,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",1,2013-12-16,"13/14",0.8,NA,1,NA,1.2,1.2,NA,NA,NA,1.05,1.1,0.191485421551268,18.2367068144064,4,0.2,NA,0.2,NA,0.4,NA,0.4,NA,NA,NA,NA,0.3,0.3,0.115470053837925,38.490017945975,4
"343",542,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Gol","chc",1,2013-12-16,"13/14",0.6,NA,1.2,NA,1.2,1.2,NA,NA,NA,1.05,1.2,0.3,28.5714285714286,4,0.2,NA,0.2,NA,0.4,NA,0.6,NA,NA,NA,NA,0.35,0.3,0.191485421551268,54.7101204432193,4
"344",543,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 5","chc",2,2013-12-16,"13/14",0.6,NA,1.5,NA,1.6,1.6,NA,NA,NA,1.325,1.55,0.485626742811116,36.6510749291408,4,0.2,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0.14142135623731,47.1404520791032,2
"345",544,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",2,2013-12-16,"13/14",0.2,NA,0.6,NA,1.4,1.4,NA,NA,NA,0.9,1,0.6,66.6666666666667,4,0.2,NA,0.4,NA,0.4,NA,NA,NA,NA,NA,NA,0.333333333333333,0.4,0.115470053837925,34.6410161513775,3
"346",545,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Uirapuru","p",2,2013-12-16,"13/14",0.2,NA,0.8,NA,1.4,1.8,NA,NA,NA,1.05,1.1,0.7,66.6666666666667,4,0.2,NA,0.6,NA,0.6,NA,0.6,NA,NA,NA,NA,0.5,0.6,0.2,40,4
"347",546,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","Bola Cheia","chc",2,2013-12-16,"13/14",0.2,NA,0.6,NA,1.2,1.2,NA,NA,NA,0.8,0.9,0.489897948556636,61.2372435695795,4,0.4,NA,0.6,NA,0.6,NA,NA,NA,NA,NA,NA,0.533333333333333,0.6,0.115470053837925,21.650635094611,3
"348",547,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA LBA05","chc",2,2013-12-16,"13/14",0.6,NA,1,NA,1.6,1.6,NA,NA,NA,1.2,1.3,0.489897948556636,40.8248290463863,4,0.2,NA,0.4,NA,0.4,NA,NA,NA,NA,NA,NA,0.333333333333333,0.4,0.115470053837925,34.6410161513775,3
"349",548,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Majestoso","chc",2,2013-12-16,"13/14",0.6,NA,1.2,NA,1.6,1.6,NA,NA,NA,1.25,1.4,0.472581562625261,37.8065250100209,4,0.4,NA,0.4,NA,0.4,NA,NA,NA,NA,NA,NA,0.4,0.4,0,0,3
"350",549,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Estilo","chc",2,2013-12-16,"13/14",0.2,NA,0.4,NA,1,1,NA,NA,NA,0.65,0.7,0.412310562561766,63.4323942402717,4,0.2,NA,0.2,NA,0.2,NA,0.2,NA,NA,NA,NA,0.2,0.2,0,0,4
"351",550,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 11","chc",2,2013-12-16,"13/14",0.4,NA,0.8,NA,1.4,1.4,NA,NA,NA,1,1.1,0.489897948556636,48.9897948556636,4,0.2,NA,0.4,NA,0.4,NA,NA,NA,NA,NA,NA,0.333333333333333,0.4,0.115470053837925,34.6410161513775,3
"352",551,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",2,2013-12-16,"13/14",0.8,NA,1.6,NA,2,2,NA,NA,NA,1.6,1.8,0.565685424949238,35.3553390593274,4,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,2
"353",552,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Gol","chc",2,2013-12-16,"13/14",0.2,NA,0.6,NA,0.8,0.8,NA,NA,NA,0.6,0.7,0.282842712474619,47.1404520791032,4,0.4,NA,0.4,NA,0.4,NA,NA,NA,NA,NA,NA,0.4,0.4,0,0,3
"354",553,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Andorinha","chc",2,2013-12-16,"13/14",1.2,NA,1.4,NA,1.6,1.6,NA,NA,NA,1.45,1.5,0.191485421551268,13.2058911414667,4,0.2,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0.14142135623731,47.1404520791032,2
"355",554,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Imperador","chc",2,2013-12-16,"13/14",0.2,NA,0.4,NA,0.4,0.4,NA,NA,NA,0.35,0.4,0.1,28.5714285714286,4,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,2
"356",555,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Realce","ra",2,2013-12-16,"13/14",1,NA,1.6,NA,2,2,NA,NA,NA,1.65,1.8,0.472581562625261,28.6413068257734,4,0.4,NA,0.8,NA,1.2,NA,NA,NA,NA,NA,NA,0.8,0.8,0.4,50,3
"357",556,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Mil<ea>nio","chc",2,2013-12-16,"13/14",0.2,NA,0.4,NA,0.4,0.4,NA,NA,NA,0.35,0.4,0.1,28.5714285714286,4,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,2
"358",557,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR 139","chc",2,2013-12-16,"13/14",1.2,NA,1.4,NA,1.6,1.6,NA,NA,NA,1.45,1.5,0.191485421551268,13.2058911414667,4,0.2,NA,0.6,NA,1,NA,NA,NA,NA,NA,NA,0.6,0.6,0.4,66.6666666666667,3
"359",558,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esteio","p",2,2013-12-16,"13/14",0.2,NA,0.6,NA,0.6,0.6,NA,NA,NA,0.5,0.6,0.2,40,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"360",559,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Majestoso","chc",3,2013-12-16,"13/14",1.2,NA,1.6,NA,2.2,2.2,NA,NA,NA,1.8,1.9,0.489897948556636,27.2165526975909,4,0.2,NA,0.4,NA,0.8,NA,NA,NA,NA,NA,NA,0.466666666666667,0.4,0.305505046330389,65.4653670707977,3
"361",560,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA LBA05","chc",3,2013-12-16,"13/14",0.2,NA,0.8,NA,1.4,1.4,NA,NA,NA,0.95,1.1,0.574456264653803,60.469080489874,4,0.2,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0.14142135623731,47.1404520791032,2
"362",561,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Andorinha","chc",3,2013-12-16,"13/14",0.8,NA,1.2,NA,1.4,1.4,NA,NA,NA,1.2,1.3,0.282842712474619,23.5702260395516,4,0.2,NA,0.2,NA,0.4,NA,NA,NA,NA,NA,NA,0.266666666666667,0.2,0.115470053837925,43.3012701892219,3
"363",562,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",3,2013-12-16,"13/14",0.4,NA,0.6,NA,1,1.2,NA,NA,NA,0.8,0.8,0.365148371670111,45.6435464587638,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"364",563,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esteio","p",3,2013-12-16,"13/14",0.2,NA,0.4,NA,0.8,0.8,NA,NA,NA,0.55,0.6,0.3,54.5454545454546,4,0.2,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0.14142135623731,47.1404520791032,2
"365",564,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 9","chc",3,2013-12-16,"13/14",0.2,NA,0.4,NA,0.8,0.8,NA,NA,NA,0.55,0.6,0.3,54.5454545454546,4,0.2,NA,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,3
"366",565,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",3,2013-12-16,"13/14",0.6,NA,1,NA,1.2,1.2,NA,NA,NA,1,1.1,0.282842712474619,28.2842712474619,4,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,2
"367",566,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Not<e1>vel","chc",3,2013-12-16,"13/14",0.2,NA,0.2,NA,0.6,0.6,NA,NA,NA,0.4,0.4,0.23094010767585,57.7350269189626,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
