"","...1","id_ensaio","Local","cidade","estado","fungicida","irrigacao","genotipo","tipo_de_grao","repeticao","data_semeadura","safra","FO1","FO2","FO3","FO4","FO5","FO6","FO7","FO8","FO9","Media_FO","Mediana_FO","Desvio_FO","Cv_FO","Nao_Nulos_Fo","FS1","FS2","FS3","FS4","FS5","FS6","FS7","FS8","FS9","FS10","FS11","Media_FS","Mediana_FS","Desvio_FS","Cv_FS","Nao_Nulos_Fs"
"220",205,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 5","chc",4,2019-12-17,"18/19",1,1.5,2,3,4,4,NA,NA,NA,2.58333333333333,2.5,1.28127540625217,49.5977576613744,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"221",206,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",4,2019-12-17,"18/19",0.2,0.2,0.2,0.2,0.2,0.2,NA,NA,NA,0.2,0.2,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"222",207,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Branco 02","b",4,2019-12-17,"18/19",0.5,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,0.5,0.5,0,0,6,0.4,0.4,0.8,0.8,0.8,NA,NA,NA,NA,NA,NA,0.64,0.8,0.219089023002066,34.2326598440729,5
"223",209,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Madrep<e9>rola","chc",4,2019-12-17,"18/19",0.2,0.2,0.2,0.2,0.2,0.2,NA,NA,NA,0.2,0.2,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"224",211,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Veloz","p",4,2019-12-17,"18/19",0.1,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,0.1,0.1,0,0,6,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0,0,3
"225",212,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",4,2019-12-17,"18/19",0.2,0.2,0.2,0.2,0.2,0.2,NA,NA,NA,0.2,0.2,0,0,6,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0,5
"226",214,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FC 104","chc",4,2019-12-17,"18/19",0.2,0.2,0.5,0.8,0.8,1.5,NA,NA,NA,0.666666666666667,0.65,0.488535225614967,73.280283842245,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"227",217,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Urutau","p",4,2019-12-17,"18/19",0.5,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,0.5,0.5,0,0,6,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,3
"228",218,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Estilo","chc",4,2019-12-17,"18/19",0.3,0.3,0.3,0.5,0.5,0.5,NA,NA,NA,0.4,0.4,0.109544511501033,27.3861278752583,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"229",219,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","SCS 204 Predileto","p",4,2019-12-17,"18/19",1,1,1,1,1,1,NA,NA,NA,1,1,0,0,6,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,3
"230",220,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC 1849","chc",4,2019-12-17,"18/19",0.8,0.8,0.8,0.8,0.8,0.8,NA,NA,NA,0.8,0.8,0,0,6,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0,4
"231",221,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Uai","chc",4,2019-12-17,"18/19",0.2,0.2,0.2,0.2,0.2,0.2,NA,NA,NA,0.2,0.2,0,0,6,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0,3
"232",222,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tuiui<fa>","p",4,2019-12-17,"18/19",0.3,0.3,0.3,0.3,0.3,0.3,NA,NA,NA,0.3,0.3,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"233",223,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",4,2019-12-17,"18/19",0.8,0.8,0.8,0.8,0.8,0.8,NA,NA,NA,0.8,0.8,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"234",224,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Uirapuru","p",4,2019-12-17,"18/19",0.5,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,0.5,0.5,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"235",225,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Nuance","ra",4,2019-12-17,"18/19",0.5,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,0.5,0.5,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"236",226,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FP 403","p",4,2019-12-17,"18/19",0.2,0.2,0.2,0.2,0.2,0.2,NA,NA,NA,0.2,0.2,0,0,6,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,3
"237",227,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Carioca L-015","chc",4,2019-12-17,"18/19",0.1,0.5,0.5,0.8,0.8,0.8,NA,NA,NA,0.583333333333333,0.65,0.278687399547713,47.774982779608,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"238",230,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 9","chc",4,2019-12-17,"18/19",0.5,0.8,0.8,1.5,1.5,1.5,NA,NA,NA,1.1,1.15,0.451663591625449,41.0603265114044,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"239",231,"Arapoti_CDEArapoti_18/19_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Preto 04","p",4,2019-12-17,"18/19",0.1,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,0.1,0.1,0,0,6,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0,5
"240",266,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Madrep<e9>rola","chc",2,2020-01-08,"19/20",1,1,NA,NA,NA,NA,5,NA,NA,2.33333333333333,1,2.3094010767585,98.9743318610787,3,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"241",267,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFp 119","p",2,2020-01-08,"19/20",1,1,NA,NA,NA,NA,3,NA,NA,1.66666666666667,1,1.15470053837925,69.2820323027551,3,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"242",271,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FC 104","chc",2,2020-01-08,"19/20",1,1,NA,NA,NA,NA,3,NA,NA,1.66666666666667,1,1.15470053837925,69.2820323027551,3,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"243",283,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Paisano","p",2,2020-01-08,"19/20",1,3,NA,NA,NA,NA,4,NA,NA,2.66666666666667,3,1.52752523165195,57.282196186948,3,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"244",295,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC 1850","chc",3,2020-01-08,"19/20",1,1,NA,NA,NA,NA,1,NA,NA,1,1,0,0,3,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"245",444,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","IPR 139","chc",1,2013-12-18,"13/14",0.1,NA,0.1,NA,0.1,0.1,1,NA,NA,0.28,0.1,0.402492235949962,143.747227124986,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"246",445,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","ANFc 5","chc",2,2013-12-18,"13/14",0.1,NA,0.1,NA,0.1,0.1,0.3,NA,NA,0.14,0.1,0.0894427190999916,63.887656499994,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"247",446,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","ANFc 9","chc",2,2013-12-18,"13/14",0.1,NA,0.1,NA,0.1,0.2,0.2,NA,NA,0.14,0.1,0.0547722557505166,39.1230398217976,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"248",447,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","IPR Campos Gerais","chc",2,2013-12-18,"13/14",0.1,NA,0.1,NA,0.1,0.1,0.5,NA,NA,0.18,0.1,0.178885438199983,99.3807989999907,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"249",448,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","IPR Uirapuru","p",2,2013-12-18,"13/14",0.1,NA,0.1,NA,0.1,0.1,0.6,NA,NA,0.2,0.1,0.223606797749979,111.803398874989,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"250",449,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","Bola Cheia","chc",2,2013-12-18,"13/14",0.2,NA,0.1,NA,0.1,0.1,0.3,NA,NA,0.16,0.1,0.0894427190999916,55.9016994374947,5,0.1,NA,0.1,0.1,0.2,NA,NA,NA,NA,NA,NA,0.125,0.1,0.05,40,4
"251",450,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","BRS Campeiro","p",2,2013-12-18,"13/14",0.1,NA,0.1,NA,0.1,0.1,NA,NA,NA,0.1,0.1,0,0,4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,NA,NA,1
"252",451,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","IPR Juriti","chc",2,2013-12-18,"13/14",0.1,NA,0.1,NA,0.1,0.1,0.2,NA,NA,0.12,0.1,0.0447213595499958,37.2677996249965,5,0.1,NA,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0,3
"253",452,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","IPR Andorinha","chc",3,2013-12-18,"13/14",0.3,NA,0.3,NA,0.5,0.5,0.5,NA,NA,0.42,0.5,0.109544511501033,26.0820265478651,5,0.1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1.36666666666667,2,1.09696551146029,80.2657691312407,3
"254",453,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","IPR Andorinha","chc",4,2013-12-18,"13/14",0.1,NA,0.2,NA,0.2,0.2,0.2,NA,NA,0.18,0.2,0.0447213595499958,24.8451997499977,5,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,3
"255",454,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",1,2014-12-15,"14/15",0.2,0.4,0.8,2.8,NA,8.6,NA,NA,NA,2.56,0.8,3.53100552251055,137.929903223068,5,0.2,0.2,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,0.2,0.2,0,0,5
"256",455,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM  Awauna","p",1,2014-12-15,"14/15",0.2,0.2,0.2,0.2,NA,4,NA,NA,NA,0.96,0.2,1.69941166289984,177.022048218733,5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.6,NA,NA,1
"257",456,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Andorinha","chc",2,2014-12-15,"14/15",0.4,0.8,1.6,2,NA,8.6,NA,NA,NA,2.68,1.6,3.36927291859831,125.719138753668,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"258",457,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR 139","chc",2,2014-12-15,"14/15",0.2,0.2,0.2,0.6,NA,3,NA,NA,NA,0.84,0.2,1.21983605455815,145.21857792359,5,0.2,0.4,NA,1,NA,NA,NA,NA,NA,NA,NA,0.533333333333333,0.4,0.416333199893227,78.06247497998,3
"259",458,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Juriti","chc",2,2014-12-15,"14/15",0.2,NA,NA,NA,NA,0.2,NA,NA,NA,0.2,0.2,0,0,2,0.2,0.2,NA,0.2,0.2,0.4,NA,NA,NA,NA,NA,0.24,0.2,0.0894427190999916,37.2677996249965,5
"260",459,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Andorinha","chc",3,2014-12-15,"14/15",0.4,1.6,1.6,1.8,NA,8.8,NA,NA,NA,2.84,1.6,3.37757309321353,118.92863004273,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"261",460,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","45/57-7-3-1/4","chc",1,2015-12-14,"15/16",0.2,0.2,0.2,1.2,1.8,NA,NA,NA,NA,0.72,0.2,0.742967024840268,103.189864561148,5,0.2,0.2,1.2,1.2,1.2,1.2,1.2,2.4,NA,NA,NA,1.1,1.2,0.692820323027551,62.9836657297774,8
"262",461,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 9","chc",1,2015-12-14,"15/16",0.2,0.2,1,1.8,2,NA,NA,NA,NA,1.04,1,0.853229160308062,82.0412654142367,5,0.8,1.8,2.4,2.4,2.4,2.4,2.4,3.4,NA,NA,NA,2.25,2.4,0.730948503169487,32.4866001408661,8
"263",462,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","Imperador Vermelho","chc",1,2015-12-14,"15/16",0.4,0.4,1.3,3,3,NA,NA,NA,NA,1.62,1.3,1.31224997618594,81.0030849497494,5,0.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.6,0.282842712474619,47.1404520791032,2
"264",463,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tangar<e1>","chc",2,2015-12-14,"15/16",0.2,0.2,0.2,0.2,0.2,NA,NA,NA,NA,0.2,0.2,0,0,5,0.6,0.6,2,2,2,2,2,4.8,NA,NA,NA,2,2,1.29614813968157,64.8074069840786,8
"265",464,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Mil<ea>nio","chc",2,2015-12-14,"15/16",0.2,0.2,0.2,0.2,0.2,NA,NA,NA,NA,0.2,0.2,0,0,5,0.2,0.8,0.8,0.8,1,2.6,NA,NA,NA,NA,NA,1.03333333333333,0.8,0.814043405886115,78.7783941180111,6
"266",465,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","FAP-F3-2","chc",2,2015-12-14,"15/16",0.4,0.4,0.4,0.6,0.8,NA,NA,NA,NA,0.52,0.4,0.178885438199983,34.4010458076891,5,4,4.2,5.8,5.8,5.8,5.8,5.8,7.2,NA,NA,NA,5.55,5.8,1.01840210974981,18.3495875630596,8
"267",466,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","49/61-1/2","chc",2,2015-12-14,"15/16",0.2,0.2,0.2,1,2,NA,NA,NA,NA,0.72,0.2,0.794984276574072,110.41448285751,5,0.2,0.8,1,1.2,1.2,1.4,1.4,NA,NA,NA,NA,1.02857142857143,1.2,0.423140188409963,41.1386294287464,7
"268",467,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esplendor","p",2,2015-12-14,"15/16",0.2,0.2,0.2,0.2,0.2,NA,NA,NA,NA,0.2,0.2,0,0,5,6.8,8,8.8,8.8,8.8,8.8,8.8,9.6,NA,NA,NA,8.55,8.8,0.826351706513118,9.66493223991951,8
"269",468,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Uirapuru","p",3,2015-12-14,"15/16",0.2,0.2,0.2,0.8,0.8,NA,NA,NA,NA,0.44,0.2,0.3286335345031,74.6894396597954,5,4.4,4.6,5,5,5,5,5,6.8,NA,NA,NA,5.1,5,0.725061573739972,14.2168936027446,8
"270",469,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Awauna","p",3,2015-12-14,"15/16",0.6,0.6,0.6,1.4,2,NA,NA,NA,NA,1.04,0.6,0.638748776906853,61.4181516256589,5,1,1,1,1.2,1.2,1.2,1.2,4.2,NA,NA,NA,1.5,1.2,1.09544511501033,73.0296743340222,8
"271",470,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","Bola Cheia","chc",4,2015-12-14,"15/16",0.2,0.2,0.2,0.4,0.8,NA,NA,NA,NA,0.36,0.2,0.260768096208106,72.4355822800294,5,0.2,0.2,0.4,0.4,0.4,2.6,NA,NA,NA,NA,NA,0.7,0.4,0.935948716543807,133.706959506258,6
"272",471,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tuiui<fa>","p",4,2015-12-14,"15/16",0.2,0.2,0.2,0.2,0.2,NA,NA,NA,NA,0.2,0.2,0,0,5,0.2,0.2,0.2,0.2,0.2,0.2,3.4,NA,NA,NA,NA,0.657142857142857,0.2,1.20948631362953,184.052265117537,7
"273",472,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","Bola Cheia","chc",1,2017-12-15,"17/18",0.2,1.5,NA,NA,NA,NA,NA,NA,NA,0.85,0.85,0.919238815542512,108.145743005001,2,0.2,0.2,0.2,0.2,1.5,1.5,1.5,NA,NA,NA,NA,0.757142857142857,0.2,0.694879228972303,91.7765019397382,7
"274",473,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esplendor","p",1,2017-12-15,"17/18",0.1,0.4,0.4,NA,NA,NA,NA,NA,NA,0.3,0.4,0.173205080756888,57.7350269189626,3,0.8,1.5,3,4,4,4,NA,NA,NA,NA,NA,2.88333333333333,3.5,1.41480269531361,49.0683015715704,6
"275",474,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esteio","p",1,2017-12-15,"17/18",0.2,0.2,0.8,NA,NA,NA,NA,NA,NA,0.4,0.2,0.346410161513775,86.6025403784439,3,0.1,0.1,0.1,0.1,0.2,3,3,3,NA,NA,NA,1.2,0.15,1.49092492864569,124.243744053807,8
"276",475,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","GEN 107-14A-336","chc",1,2017-12-15,"17/18",0.5,2.5,NA,NA,NA,NA,NA,NA,NA,1.5,1.5,1.4142135623731,94.2809041582063,2,0.1,0.8,1.5,2,2,2,NA,NA,NA,NA,NA,1.4,1.75,0.792464510246358,56.6046078747399,6
"277",476,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Netuno","p",1,2017-12-15,"17/18",0.2,0.5,NA,NA,NA,NA,NA,NA,NA,0.35,0.35,0.212132034355964,60.6091526731326,2,0.5,1,1,1.5,1.5,1.5,NA,NA,NA,NA,NA,1.16666666666667,1.25,0.408248290463863,34.9927106111883,6
"278",477,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Quero-quero","chc",1,2017-12-15,"17/18",0.1,0.5,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0.282842712474619,94.2809041582063,2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,2
"279",478,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Sabi<e1>","chc",1,2017-12-15,"17/18",0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,0.5,0.5,0,0,3,0.1,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,0.325,0.4,0.15,46.1538461538462,4
"280",479,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tangar<e1>","chc",1,2017-12-15,"17/18",0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0,3,0.2,0.8,2,2,2,NA,NA,NA,NA,NA,NA,1.4,2,0.848528137423857,60.6091526731326,5
"281",480,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tuiui<fa>","p",1,2017-12-15,"17/18",0.2,0.5,0.5,NA,NA,NA,NA,NA,NA,0.4,0.5,0.173205080756888,43.3012701892219,3,0.2,0.2,1,1,1,NA,NA,NA,NA,NA,NA,0.68,1,0.438178046004133,64.4379479417842,5
"282",481,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Uirapuru","p",1,2017-12-15,"17/18",1,1,1,NA,NA,NA,NA,NA,NA,1,1,0,0,3,0.2,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,0.425,0.5,0.15,35.2941176470588,4
"283",482,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","SCS 204 Predileto","p",1,2017-12-15,"17/18",0.5,0.8,NA,NA,NA,NA,NA,NA,NA,0.65,0.65,0.212132034355964,32.6356975932253,2,0.1,0.3,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,0.35,0.4,0.191485421551268,54.7101204432193,4
"284",483,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA 01","p",1,2017-12-15,"17/18",0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0,3,0.1,0.1,0.1,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.25,0.25,0.16431676725155,65.7267069006199,6
"285",484,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA 02","p",1,2017-12-15,"17/18",0.2,0.8,1,NA,NA,NA,NA,NA,NA,0.666666666666667,0.8,0.416333199893227,62.449979983984,3,0.1,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.775,1,0.45,58.0645161290323,4
"286",485,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA 03","chc",1,2017-12-15,"17/18",0.5,1.5,NA,NA,NA,NA,NA,NA,NA,1,1,0.707106781186548,70.7106781186548,2,0.2,0.8,1.5,3,3,3,NA,NA,NA,NA,NA,1.91666666666667,2.25,1.25605201590805,65.533148656072,6
"287",486,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FP 403","p",2,2017-12-15,"17/18",0.8,1.5,NA,NA,NA,NA,NA,NA,NA,1.15,1.15,0.494974746830583,43.0412823330942,2,0.2,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,0.425,0.5,0.15,35.2941176470588,4
"288",487,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","Bola Cheia","chc",2,2017-12-15,"17/18",2,3.5,NA,NA,NA,NA,NA,NA,NA,2.75,2.75,1.06066017177982,38.5694607919935,2,0.2,0.8,2,2,2.5,NA,NA,NA,NA,NA,NA,1.5,2,0.959166304662544,63.9444203108363,5
"289",488,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Urutau","p",2,2017-12-15,"17/18",0.5,0.8,NA,NA,NA,NA,NA,NA,NA,0.65,0.65,0.212132034355964,32.6356975932253,2,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,3
"290",489,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Uai","chc",2,2017-12-15,"17/18",2.5,4,NA,NA,NA,NA,NA,NA,NA,3.25,3.25,1.06066017177982,32.6356975932253,2,0.1,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,0.4,0.5,0.2,50,4
"291",490,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Netuno","p",2,2017-12-15,"17/18",0.8,0.8,NA,NA,NA,NA,NA,NA,NA,0.8,0.8,0,0,2,0.1,0.5,1,2.5,4,4,4,NA,NA,NA,NA,2.3,2.5,1.75499287747842,76.3040381512359,7
"292",491,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esplendor","p",2,2017-12-15,"17/18",0.5,0.8,0.8,NA,NA,NA,NA,NA,NA,0.7,0.8,0.173205080756888,24.7435829652697,3,0.1,0.4,0.5,5,5,5,NA,NA,NA,NA,NA,2.66666666666667,2.75,2.55942701921088,95.9785132204078,6
"293",492,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA 01","p",2,2017-12-15,"17/18",0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,3,0.2,0.5,1,1,NA,NA,NA,NA,NA,NA,NA,0.675,0.75,0.3947573094109,58.4825643571704,4
"294",493,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Quero-quero","chc",2,2017-12-15,"17/18",0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0,3,0.2,0.2,2,2,2,NA,NA,NA,NA,NA,NA,1.28,2,0.985900603509299,77.023484649164,5
