"","index","id_ensaio","Local","cidade","estado","fungicida","irrigacao","genotipo","tipo_de_grao","repeticao","data_semeadura","data_colheita","safra","FO1","FO2","FO3","FO4","FO5","FO6","FO7","FO8","FO9","FS1","FS2","FS3","FS4","FS5","FS6","FS7","FS8","FS9","FS10","FS11"
"339",340,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","SCS 204 Predileto","p",4,2020-01-08,2020-04-07,"19/20",3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340",341,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","SCS 205 Riqueza","chc",4,2020-01-08,2020-04-07,"19/20",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341",342,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Uirapuru","p",4,2020-01-08,2020-04-07,"19/20",1,NA,NA,NA,NA,3,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",343,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Madrep<e9>rola","chc",4,2020-01-08,2020-04-07,"19/20",7,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",344,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","ANFc 9","chc",1,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344",345,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","ANFp119","p",1,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345",346,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","BRS Esteio","p",1,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346",347,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","BRS Estilo","chc",1,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347",348,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","BRS FC 104","chc",1,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348",349,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","BRS FC 402","chc",1,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349",350,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","BRS FP 403","p",1,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",351,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","GEN 49-4-4 DA 940","chc",1,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351",352,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IAC 1849","chc",1,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352",353,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IAC 1850","chc",1,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",354,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IAC 2051","chc",1,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354",355,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IAC Veloz","p",1,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355",356,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Bem-te-vi","chc",1,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356",357,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Campos Gerais","chc",1,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",358,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Curi<f3>","chc",1,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",359,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Quero-quero","chc",1,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",360,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Sabi<e1>","chc",1,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360",361,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Tangar<e1>","chc",1,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",362,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Tuiui<fa>","p",1,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",363,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Uirapuru","p",1,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",364,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Urutau","p",1,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",365,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","Marhe","chc",1,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365",366,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","SCS 204 Predileto","p",1,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366",367,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","SCS 205 Riqueza","chc",1,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367",368,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","TAA Dama","chc",1,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",369,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","BRS FC 104","chc",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",370,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IAC 1849","chc",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",371,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","Marhe","chc",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371",372,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IAC 2051","chc",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372",373,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","BRS Esteio","p",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",374,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Tuiui<fa>","p",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",375,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","SCS 204 Predileto","p",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375",376,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Urutau","p",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376",377,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","BRS FC 402","chc",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",378,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","BRS Estilo","chc",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",379,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","ANFc 9","chc",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",380,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Campos Gerais","chc",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",381,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","GEN 49-4-4 DA 940","chc",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381",382,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Curi<f3>","chc",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",383,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","BRS FP 403","p",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",384,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IAC Veloz","p",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384",385,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","SCS 205 Riqueza","chc",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385",386,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Tangar<e1>","chc",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",387,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","ANFp119","p",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",388,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Bem-te-vi","chc",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388",389,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IAC 1850","chc",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389",390,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Sabi<e1>","chc",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390",391,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Quero-quero","chc",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391",392,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Uirapuru","p",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",393,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","TAA Dama","chc",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",394,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","BRS Estilo","chc",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",395,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","SCS 205 Riqueza","chc",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",396,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","Marhe","chc",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396",397,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","SCS 204 Predileto","p",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",398,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IAC 1850","chc",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",399,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Curi<f3>","chc",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",400,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IAC Veloz","p",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400",401,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Bem-te-vi","chc",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",402,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Campos Gerais","chc",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",403,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IAC 2051","chc",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",404,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Urutau","p",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",405,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","ANFp119","p",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",406,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Sabi<e1>","chc",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",407,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Tangar<e1>","chc",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",408,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","BRS FC 402","chc",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",409,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","BRS FC 104","chc",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",410,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","ANFc 9","chc",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",411,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","GEN 49-4-4 DA 940","chc",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",412,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","BRS FP 403","p",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",413,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Tuiui<fa>","p",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",414,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Uirapuru","p",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",415,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","BRS Esteio","p",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",416,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","TAA Dama","chc",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",417,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Quero-quero","chc",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",418,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IAC 1849","chc",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418",419,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Uirapuru","p",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",420,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","Marhe","chc",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420",421,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Campos Gerais","chc",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",422,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Curi<f3>","chc",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",423,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Bem-te-vi","chc",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",424,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","SCS 204 Predileto","p",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",425,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","ANFc 9","chc",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",426,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Quero-quero","chc",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426",427,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","BRS Estilo","chc",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",428,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","BRS FP 403","p",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",429,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Sabi<e1>","chc",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",430,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IAC 1850","chc",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430",431,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IAC Veloz","p",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",432,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","ANFp119","p",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432",433,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","TAA Dama","chc",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",434,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","BRS FC 402","chc",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",435,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Urutau","p",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",436,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","BRS Esteio","p",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",437,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IAC 1849","chc",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",438,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","BRS FC 104","chc",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",439,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Tuiui<fa>","p",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",440,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","GEN 49-4-4 DA 940","chc",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
