"","index","id_ensaio","Local","cidade","estado","fungicida","irrigacao","genotipo","tipo_de_grao","repeticao","data_semeadura","data_colheita","safra","FO1","FO2","FO3","FO4","FO5","FO6","FO7","FO8","FO9","FS1","FS2","FS3","FS4","FS5","FS6","FS7","FS8","FS9","FS10","FS11"
"680",687,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Quero-quero","chc",3,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681",688,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","ANFp 119","p",3,2019-12-23,2020-03-22,"19/20",1.5,1.5,1.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682",689,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Urutau","p",3,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683",690,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","Imperador Vermelho","chc",3,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684",691,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRS Intr<e9>pido","p",3,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685",692,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","TAA Dama","chc",3,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686",693,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Quero-quero","chc",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687",694,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Tangar<e1>","chc",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688",695,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IAC 97-2","chc",4,2019-12-23,2020-03-22,"19/20",3.5,3.5,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689",696,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IAC Veloz","p",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0.5,NA,0.5,0.5,NA,0.5,NA,NA,NA
"690",697,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IAC 1850","chc",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691",698,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","TAA Dama","chc",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692",699,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Tuiui<fa>","p",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693",700,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","ANFc 23","chc",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694",701,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","Imperador Vermelho","chc",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695",702,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRS Esteio","p",4,2019-12-23,2020-03-22,"19/20",2.5,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,2,2,NA,3,NA,NA,NA,NA,NA
"696",703,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRS FC 402","chc",4,2019-12-23,2020-03-22,"19/20",0.8,0.8,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697",704,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Bem-te-vi","chc",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,2,NA,2,NA,2,NA,2,2,NA,2
"698",705,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRS Paisano","p",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699",706,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IAC 1849","chc",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700",707,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","ANFc 9","chc",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701",708,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Urutau","p",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702",709,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRS FC 104","chc",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703",710,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Sabi<e1>","chc",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704",711,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","ANFp 119","p",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705",712,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRS Intr<e9>pido","p",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706",713,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRS Estilo","chc",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707",714,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Curi<f3>","chc",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708",715,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRS FP 403","p",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709",716,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Campos Gerais","chc",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710",717,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","SCS 204 Predileto","p",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711",718,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","SCS 205 Riqueza","chc",4,2019-12-23,2020-03-22,"19/20",0.8,0.8,0.8,0.8,NA,NA,NA,NA,NA,0.5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"712",719,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Uirapuru","p",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713",720,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRSMG Madrep<e9>rola","chc",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714",721,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","ANFc 9","chc",1,2013-12-18,2014-03-18,"13/14",0.1,NA,0.1,0.1,0.1,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715",722,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","Bola Cheia","chc",1,2013-12-18,2014-03-18,"13/14",0.2,NA,0.2,0.2,0.6,NA,NA,NA,NA,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716",723,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","IPR Campos Gerais","chc",1,2013-12-18,2014-03-18,"13/14",0.2,NA,0.2,0.2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717",724,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","49/61-1/2","chc",1,2014-12-15,2015-03-15,"14/15",0.4,0.6,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718",725,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Mil<ea>nio","ch",1,2014-12-15,2015-03-15,"14/15",0.2,0.8,NA,3,NA,NA,NA,NA,NA,0.2,0.2,NA,1,1,1,NA,NA,NA,NA,NA
"719",726,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",1,2014-12-15,2015-03-15,"14/15",0.2,0.2,NA,7.4,NA,NA,NA,NA,NA,0.2,NA,0.4,0.6,0.6,NA,NA,NA,NA,NA,NA
"720",727,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","C10-2-16/8","chc",2,2014-12-15,2015-03-15,"14/15",0.2,0.4,NA,2.6,NA,NA,NA,NA,NA,1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721",728,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Ametista","chc",2,2014-12-15,2015-03-15,"14/15",0.2,0.2,NA,0.2,NA,NA,NA,NA,NA,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA
"722",729,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR 139","chc",3,2014-12-15,2015-03-15,"14/15",0.2,0.8,NA,5.8,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723",730,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",3,2014-12-15,2015-03-15,"14/15",0.2,1,NA,2.4,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724",731,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Mil<ea>nio","ch",3,2014-12-15,2015-03-15,"14/15",0.2,0.2,NA,2.4,NA,NA,NA,NA,NA,0.2,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA
"725",732,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Gol","chc",4,2014-12-15,2015-03-15,"14/15",0.2,2,NA,9.2,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726",733,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Flor Diniz","chc",4,2014-12-15,2015-03-15,"14/15",0.4,0.6,NA,5.2,NA,NA,NA,NA,NA,0.4,0.4,NA,1.8,1.8,2,NA,NA,NA,NA,NA
"727",734,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR 139","chc",4,2014-12-15,2015-03-15,"14/15",0.6,1,NA,3.4,NA,NA,NA,NA,NA,0.2,0.2,NA,1.6,NA,NA,NA,NA,NA,NA,NA
"728",735,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esteio","p",4,2014-12-15,2015-03-15,"14/15",0.2,0.2,NA,2,NA,NA,NA,NA,NA,0.2,0.2,NA,0.4,0.6,NA,NA,NA,NA,NA,NA
"729",736,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","45/57-7-3-1/4","chc",4,2014-12-15,2015-03-15,"14/15",0.4,0.4,NA,0.6,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730",737,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFp 110","p",1,2015-12-14,2016-03-13,"15/16",0.5,1.6,3.2,NA,NA,NA,NA,NA,NA,0.4,1.4,2.8,2.8,2.8,2.8,2.8,5,NA,NA,NA
"731",738,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Madrep<e9>rola","chc",1,2015-12-14,2016-03-13,"15/16",1.5,4.6,4.8,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,0.8,NA,NA,NA,NA,NA
"732",739,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Sublime","chc",1,2015-12-14,2016-03-13,"15/16",0.4,1.2,1.8,NA,NA,NA,NA,NA,NA,0.4,0.4,0.6,0.6,2.4,NA,NA,NA,NA,NA,NA
"733",740,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","FAP-F3-2","chc",1,2015-12-14,2016-03-13,"15/16",0.2,0.8,0.8,NA,NA,NA,NA,NA,NA,2,2.4,2.8,2.8,2.8,2.8,2.8,5.8,NA,NA,NA
"734",741,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",1,2015-12-14,2016-03-13,"15/16",0.5,1.2,1.2,NA,NA,NA,NA,NA,NA,0.2,0.4,0.4,0.4,0.4,0.4,0.4,1.4,NA,NA,NA
"735",742,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",1,2015-12-14,2016-03-13,"15/16",0.6,2,2,NA,NA,NA,NA,NA,NA,0.4,1,1.2,1.2,1.2,1.2,1.2,2,NA,NA,NA
"736",743,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Gar<e7>a","b",1,2015-12-14,2016-03-13,"15/16",0.2,0.8,0.8,NA,NA,NA,NA,NA,NA,1.4,3.6,7,7.4,7.4,7.4,8.5,9.4,NA,NA,NA
"737",744,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Nhambu","p",1,2015-12-14,2016-03-13,"15/16",0.2,0.5,0.5,NA,NA,NA,NA,NA,NA,3,3.6,4.2,4.4,4.4,4.4,4.4,8.5,NA,NA,NA
"738",745,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",1,2015-12-14,2016-03-13,"15/16",0.2,1,1,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739",746,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Awauna","p",1,2015-12-14,2016-03-13,"15/16",0.4,2,2,NA,NA,NA,NA,NA,NA,0.4,1,1.6,1.6,1.6,1.6,2.2,2.2,NA,NA,NA
"740",747,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Flor Diniz","chc",1,2015-12-14,2016-03-13,"15/16",0.5,1.8,2.2,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,0.4,0.4,1.4,NA,NA,NA
"741",748,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Uirapuru","p",2,2015-12-14,2016-03-13,"15/16",0.1,0.6,0.6,NA,NA,NA,NA,NA,NA,2,2.8,4.2,4.2,4.2,4.2,4.2,7.6,NA,NA,NA
"742",749,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",2,2015-12-14,2016-03-13,"15/16",0.6,1.5,2.1,NA,NA,NA,NA,NA,NA,0.6,1,1.4,1.4,1.4,1.4,3,3,NA,NA,NA
"743",750,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Gar<e7>a","b",2,2015-12-14,2016-03-13,"15/16",0.1,0.6,0.6,NA,NA,NA,NA,NA,NA,2,2,6.8,6.8,6.8,6.8,9,9.4,NA,NA,NA
"744",751,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",2,2015-12-14,2016-03-13,"15/16",0.6,0.6,0.6,NA,NA,NA,NA,NA,NA,0.4,0.6,1,1,1,1,1,5,NA,NA,NA
"745",752,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA LBA08","chc",2,2015-12-14,2016-03-13,"15/16",0.8,0.8,0.8,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,2,NA,NA,NA,NA,NA
"746",753,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFp 110","p",2,2015-12-14,2016-03-13,"15/16",0.8,1.6,2.2,NA,NA,NA,NA,NA,NA,4,4.4,6,6,6,6,7,7.6,NA,NA,NA
"747",754,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS <c1>rtico","b",2,2015-12-14,2016-03-13,"15/16",0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,3,4.4,7.2,7.2,7.2,7.2,9,9,NA,NA,NA
"748",755,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Sublime","chc",2,2015-12-14,2016-03-13,"15/16",0.6,1.8,2.6,NA,NA,NA,NA,NA,NA,0.2,0.2,0.8,0.8,0.8,0.8,0.8,2,NA,NA,NA
"749",756,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Realce","ra",2,2015-12-14,2016-03-13,"15/16",0.2,0.5,0.5,NA,NA,NA,NA,NA,NA,2.6,3.4,6,6,6,6,7,8.2,NA,NA,NA
"750",757,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Estilo","chc",2,2015-12-14,2016-03-13,"15/16",0.4,0.6,0.8,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,4.8,NA,NA,NA,NA,NA
"751",758,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Madrep<e9>rola","chc",2,2015-12-14,2016-03-13,"15/16",0.6,2.5,2.5,NA,NA,NA,NA,NA,NA,0.8,0.8,1,1,1,1,1,2.6,NA,NA,NA
"752",759,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Awauna","p",2,2015-12-14,2016-03-13,"15/16",0.8,2.6,2.6,NA,NA,NA,NA,NA,NA,0.4,0.4,0.8,0.8,0.8,0.8,0.8,2.8,NA,NA,NA
"753",760,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 9","chc",2,2015-12-14,2016-03-13,"15/16",0.8,1.4,1.4,NA,NA,NA,NA,NA,NA,0.4,0.4,0.6,0.6,0.6,0.6,2,4.8,NA,NA,NA
"754",761,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Flor Diniz","chc",2,2015-12-14,2016-03-13,"15/16",1,2.8,2.8,NA,NA,NA,NA,NA,NA,1.6,1.6,1.6,1.6,1.6,1.8,NA,NA,NA,NA,NA
"755",762,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","Imperador Vermelho","chc",2,2015-12-14,2016-03-13,"15/16",1,2.8,2.8,NA,NA,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756",763,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FC 402","chc",3,2015-12-14,2016-03-13,"15/16",0.6,0.6,0.6,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757",764,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","FAP-F3-2","chc",3,2015-12-14,2016-03-13,"15/16",0.4,1.4,1.6,NA,NA,NA,NA,NA,NA,2,2,2.4,2.4,2.4,2.4,2.4,4.5,NA,NA,NA
"758",765,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","Imperador Vermelho","chc",3,2015-12-14,2016-03-13,"15/16",1,2.5,2.5,NA,NA,NA,NA,NA,NA,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759",766,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Sublime","chc",3,2015-12-14,2016-03-13,"15/16",1.5,2.8,2.8,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,2.6,NA,NA,NA,NA,NA
"760",767,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFp 110","p",3,2015-12-14,2016-03-13,"15/16",0.6,1.8,1.8,NA,NA,NA,NA,NA,NA,1.6,3.4,4.2,4.2,4.2,4.2,4.2,7.4,NA,NA,NA
"761",768,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Flor Diniz","chc",3,2015-12-14,2016-03-13,"15/16",0.5,1.6,1.8,NA,NA,NA,NA,NA,NA,0.4,0.4,0.8,0.8,0.8,0.8,0.8,2,NA,NA,NA
"762",769,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 9","chc",3,2015-12-14,2016-03-13,"15/16",0.6,1.8,2.4,NA,NA,NA,NA,NA,NA,1.4,1.6,1.8,1.8,1.8,1.8,1.8,3.8,NA,NA,NA
"763",770,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","45/57-7-3-1/4","chc",3,2015-12-14,2016-03-13,"15/16",0.8,2.2,2.2,NA,NA,NA,NA,NA,NA,0.2,0.8,1,1,1,1,1,1.8,NA,NA,NA
"764",771,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Madrep<e9>rola","chc",3,2015-12-14,2016-03-13,"15/16",2,5,5,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,0.4,0.4,1.2,NA,NA,NA
"765",772,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","49/61-1/2","chc",3,2015-12-14,2016-03-13,"15/16",0.4,1.2,1.2,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,0.4,0.4,2.4,NA,NA,NA
"766",773,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","45/57-7-3-1/4","chc",4,2015-12-14,2016-03-13,"15/16",0.2,1,1.2,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,NA,NA,NA
"767",774,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","Imperador Vermelho","chc",4,2015-12-14,2016-03-13,"15/16",0.8,2,2,NA,NA,NA,NA,NA,NA,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768",775,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",4,2015-12-14,2016-03-13,"15/16",0.5,1.8,2.6,NA,NA,NA,NA,NA,NA,0.2,0.4,0.6,0.6,0.6,0.6,0.6,1.2,NA,NA,NA
"769",776,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA LBA08","chc",4,2015-12-14,2016-03-13,"15/16",0.2,0.8,0.8,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770",777,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Madrep<e9>rola","chc",4,2015-12-14,2016-03-13,"15/16",1.5,3.8,3.8,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,0.2,2.4,NA,NA,NA,NA
"771",778,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Sublime","chc",4,2015-12-14,2016-03-13,"15/16",1,2.2,2.2,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,3,NA,NA,NA,NA,NA
"772",779,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 9","chc",4,2015-12-14,2016-03-13,"15/16",1.2,2.6,2.8,NA,NA,NA,NA,NA,NA,0.2,0.6,1,1,1,1,1,3.2,NA,NA,NA
"773",780,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFp 110","p",4,2015-12-14,2016-03-13,"15/16",0.2,1.8,1.8,NA,NA,NA,NA,NA,NA,1.6,2,3.4,3.4,3.4,3.4,3.4,6.4,NA,NA,NA
"774",781,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Flor Diniz","chc",4,2015-12-14,2016-03-13,"15/16",0.4,1.2,1.2,NA,NA,NA,NA,NA,NA,0.6,0.6,0.8,0.8,0.8,0.8,0.8,2.6,NA,NA,NA
